"filename", "language", "Batch", "Python", "Properties", "Markdown", "XML", "PowerShell", "comment", "blank", "total"
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\EXT\platform_base.py", "Python", 0, 18, 0, 0, 0, 0, 4, 7, 29
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\EXT\platform_device.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\EXT\platform_wayland.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\EXT\platform_x11.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\EXT\protected_surface.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\EXT\stream_consumer_egloutput.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\EXT\swap_buffers_with_damage.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\EXT\yuv_surface.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\HI\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\HI\clientpixmap.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\HI\colorformats.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\IMG\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\IMG\context_priority.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\cl_event.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\cl_event2.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\client_get_all_proc_addresses.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\config_attribs.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\create_context.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\create_context_no_error.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\debug.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\fence_sync.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\get_all_proc_addresses.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\gl_colorspace.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\gl_renderbuffer_image.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\gl_texture_2D_image.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\gl_texture_3D_image.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\gl_texture_cubemap_image.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\image.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\image_base.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\image_pixmap.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\lock_surface.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\lock_surface2.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\lock_surface3.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\partial_update.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\platform_android.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\platform_gbm.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\platform_wayland.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\platform_x11.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\reusable_sync.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\stream.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\stream_consumer_gltexture.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\stream_cross_process_fd.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\stream_fifo.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\stream_producer_aldatalocator.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\stream_producer_eglsurface.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\surfaceless_context.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\swap_buffers_with_damage.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\vg_parent_image.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\KHR\wait_sync.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\MESA\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\MESA\drm_image.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\MESA\image_dma_buf_export.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\MESA\platform_gbm.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NOK\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NOK\swap_region.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NOK\swap_region2.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NOK\texture_from_pixmap.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\EGL_3dvision_surface.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\coverage_sample.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\coverage_sample_resolve.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\cuda_event.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\depth_nonlinear.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\device_cuda.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\native_query.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\post_convert_rounding.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\post_sub_buffer.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\stream_consumer_gltexture_yuv.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\stream_metadata.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\stream_sync.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\sync.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\NV\system_time.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\TIZEN\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\TIZEN\image_native_buffer.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\TIZEN\image_native_surface.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\VERSION\EGL_1_0.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\VERSION\EGL_1_1.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\VERSION\EGL_1_2.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\VERSION\EGL_1_3.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\VERSION\EGL_1_4.py", "Python", 0, 17, 0, 0, 0, 0, 1, 5, 23
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\VERSION\EGL_1_5.py", "Python", 0, 26, 0, 0, 0, 0, 1, 6, 33
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\VERSION\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\__init__.py", "Python", 0, 8, 0, 0, 0, 0, 1, 1, 10
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\debug.py", "Python", 0, 201, 0, 0, 0, 0, 23, 22, 246
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\EGL\gbmdevice.py", "Python", 0, 65, 0, 0, 0, 0, 45, 4, 114
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\GLES1\AMD\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\GLES1\AMD\compressed_3DC_texture.py", "Python", 0, 57, 0, 0, 0, 0, 1, 15, 73
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\GLES1\AMD\compressed_ATC_texture.py", "Python", 0, 26, 0, 0, 0, 0, 1, 9, 36
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\GLES1\APPLE\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 1, 0, 1
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\GLES1\APPLE\copy_texture_levels.py", "Python", 0, 38, 0, 0, 0, 0, 1, 10, 49
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\GLES1\APPLE\framebuffer_multisample.py", "Python", 0, 39, 0, 0, 0, 0, 1, 11, 51
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\GLES1\APPLE\sync.py", "Python", 0, 38, 0, 0, 0, 0, 2, 8, 48
"x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\OpenGL\GLES1\APPLE\texture_2D_limited_npot.py", "Python", 0, 32, 0, 0, 0, 0, 1, 9, 42
